user_id,genres,posted_year,playtime_forever
riseofnations231,Action,2014,89.0
mesmic13,Action,2014,21.0
76561198094255275,Action,2014,14.0
76561198037086921,Action,2014,6.0
klDINO,Action,2014,313.0
76561198078285555,Action,2014,36.0
76561198007197223,Action,2014,239.0
76561198081206331,Action,2014,35.0
76561198087507270,Action,2014,58.0
ToxWolf,Action,2014,3.0
76561198061176807,Action,2014,474.0
Arkexes,Action,2014,41.0
bigsod,Action,2014,158.0
76561198069753166,Action,2014,251.0
76561197967915075,Action,2014,1663.0
76561198071095454,Action,2014,42.0
76561198075842011,Action,2014,15.0
76561198153975662,Action,2014,19.0
LARGEHEAD,Action,2014,60.0
76561198064461751,Action,2014,11.0
76561197967917362,Action,2014,25.0
ILIKEWAFFLES387,Action,2014,73.0
76561198089922095,Action,2014,66.0
76561198007988877,Action,2014,552.0
deadcamel,Action,2014,15.0
76561197992917003,Action,2014,21.0
76561197999026595,Action,2014,1.0
MrNADA27,Action,2014,362.0
iamsuperezra,Action,2014,40.0
76561198045148512,Action,2014,2.0
76561198052265683,Action,2014,1.0
76561198055510203,Action,2014,5.0
mynxyouup,Action,2014,99.0
76561198060040264,Action,2014,43.0
76561198065423310,Action,2014,8.0
syphillissam,Action,2014,10.0
ShiniDaiko,Action,2014,628.0
76561198066202731,Action,2014,7.0
76561198068525752,Action,2014,1160.0
mrkiller999,Action,2014,29.0
76561198073017683,Action,2014,33.0
76561198076074041,Action,2014,157.0
sesonska,Action,2014,1190.0
76561198083982232,Action,2014,101.0
76561198088596533,Action,2014,234.0
76561198094479719,Action,2014,26.0
murllock,Action,2014,1.0
bekxshot,Action,2014,56.0
76561198105359059,Action,2014,10.0
76561198118450617,Action,2014,1.0
Wackky,Action,2014,1853.0
Wackky,Action,2012,1853.0
Wackky,Action,2015,1853.0
76561198080832419,Action,2014,62.0
76561198080832419,Action,2012,62.0
76561198080832419,Action,2015,62.0
76561198080199570,Action,2014,2304.0
76561198080199570,Action,2012,2304.0
76561198080199570,Action,2015,2304.0
Nikiad,Action,2014,164.0
Nikiad,Action,2012,164.0
Nikiad,Action,2015,164.0
76561198079655294,Action,2014,167.0
76561198079655294,Action,2012,167.0
76561198079655294,Action,2015,167.0
Terencio,Action,2014,3529.0
Terencio,Action,2012,3529.0
Terencio,Action,2015,3529.0
76561198018456402,Action,2014,5751.0
76561198018456402,Action,2012,5751.0
76561198018456402,Action,2015,5751.0
76561198083439397,Action,2014,63940.0
76561198083439397,Action,2012,63940.0
76561198083439397,Action,2015,63940.0
76561198080702728,Action,2014,3519.0
76561198080702728,Action,2012,3519.0
76561198080702728,Action,2015,3519.0
76561198053916297,Action,2014,3209.0
76561198053916297,Action,2012,3209.0
76561198053916297,Action,2015,3209.0
rscroop,Action,2014,30.0
rscroop,Action,2012,30.0
rscroop,Action,2015,30.0
76561198073567095,Action,2014,6886.0
76561198073567095,Action,2012,6886.0
76561198073567095,Action,2015,6886.0
76561198085399133,Action,2014,31201.0
76561198085399133,Action,2012,31201.0
76561198085399133,Action,2015,31201.0
76561198086595056,Action,2014,386.0
76561198086595056,Action,2012,386.0
76561198086595056,Action,2015,386.0
76561198103355372,Action,2014,1768.0
76561198103355372,Action,2012,1768.0
76561198103355372,Action,2015,1768.0
dandeshit,Action,2014,12870.0
dandeshit,Action,2012,12870.0
dandeshit,Action,2015,12870.0
76561198003546877,Action,2014,563.0
76561198003546877,Action,2012,563.0
76561198003546877,Action,2015,563.0
smasher6784,Action,2014,1413.0
smasher6784,Action,2012,1413.0
smasher6784,Action,2015,1413.0
76561198017903548,Action,2014,316.0
76561198017903548,Action,2012,316.0
76561198017903548,Action,2015,316.0
76561198072731579,Action,2014,2.0
76561198072731579,Action,2012,2.0
76561198072731579,Action,2015,2.0
76561198068310563,Action,2014,166.0
76561198068310563,Action,2012,166.0
76561198068310563,Action,2015,166.0
daddy_clin,Action,2014,81.0
daddy_clin,Action,2012,81.0
daddy_clin,Action,2015,81.0
76561197975843435,Action,2014,468.0
76561197975843435,Action,2012,468.0
76561197975843435,Action,2015,468.0
PingazForDays,Action,2014,1619.0
PingazForDays,Action,2012,1619.0
PingazForDays,Action,2015,1619.0
76561198075593770,Action,2014,46233.0
76561198075593770,Action,2012,46233.0
76561198075593770,Action,2015,46233.0
76561198071246965,Action,2014,15.0
76561198071246965,Action,2012,15.0
76561198071246965,Action,2015,15.0
Dub5,Action,2014,6571.0
Dub5,Action,2012,6571.0
Dub5,Action,2015,6571.0
SlaveOfRage,Action,2014,13.0
SlaveOfRage,Action,2012,13.0
SlaveOfRage,Action,2015,13.0
76561198044208957,Action,2014,2931.0
76561198044208957,Action,2012,2931.0
76561198044208957,Action,2015,2931.0
firnin_hanks,Action,2014,2253.0
firnin_hanks,Action,2012,2253.0
firnin_hanks,Action,2015,2253.0
tutthetwo,Action,2014,95.0
tutthetwo,Action,2012,95.0
tutthetwo,Action,2015,95.0
wantedsexsobad,Action,2014,2657.0
wantedsexsobad,Action,2012,2657.0
wantedsexsobad,Action,2015,2657.0
76561198077903313,Action,2014,3920.0
76561198077903313,Action,2012,3920.0
76561198077903313,Action,2015,3920.0
76561198073846178,Action,2014,22.0
76561198073846178,Action,2012,22.0
76561198073846178,Action,2015,22.0
76561197962023392,Action,2014,205.0
76561197962023392,Action,2012,205.0
76561197962023392,Action,2015,205.0
HENRYYA,Action,2014,442.0
HENRYYA,Action,2012,442.0
HENRYYA,Action,2015,442.0
propasy,Action,2014,342.0
propasy,Action,2012,342.0
propasy,Action,2015,342.0
jgbergmen,Action,2014,1745.0
jgbergmen,Action,2012,1745.0
jgbergmen,Action,2015,1745.0
76561198084242615,Action,2014,3825.0
76561198084242615,Action,2012,3825.0
76561198084242615,Action,2015,3825.0
RIPFreddieMercury,Action,2014,2867.0
RIPFreddieMercury,Action,2012,2867.0
RIPFreddieMercury,Action,2015,2867.0
76561197989012314,Action,2014,10.0
76561197989012314,Action,2012,10.0
76561197989012314,Action,2015,10.0
pippymayne,Action,2014,1169.0
pippymayne,Action,2012,1169.0
pippymayne,Action,2015,1169.0
76561198068538521,Action,2014,13940.0
76561198068538521,Action,2012,13940.0
76561198068538521,Action,2015,13940.0
Eosoforcus,Action,2014,6253.0
Eosoforcus,Action,2012,6253.0
Eosoforcus,Action,2015,6253.0
76561198048430868,Action,2014,49.0
76561198048430868,Action,2012,49.0
76561198048430868,Action,2015,49.0
NintySoft77,Action,2014,14.0
NintySoft77,Action,2012,14.0
NintySoft77,Action,2015,14.0
76561198054736284,Action,2014,69.0
76561198054736284,Action,2012,69.0
76561198054736284,Action,2015,69.0
76561198078983740,Action,2014,2659.0
76561198078983740,Action,2012,2659.0
76561198078983740,Action,2015,2659.0
PlayZonee,Action,2014,2150.0
PlayZonee,Action,2012,2150.0
PlayZonee,Action,2015,2150.0
MissBender,Action,2014,285.0
MissBender,Action,2012,285.0
MissBender,Action,2015,285.0
8449,Action,2014,3.0
8449,Action,2012,3.0
8449,Action,2015,3.0
76561197972296638,Action,2014,809.0
76561197972296638,Action,2012,809.0
76561197972296638,Action,2015,809.0
76561198052919601,Action,2014,1908.0
76561198052919601,Action,2012,1908.0
76561198052919601,Action,2015,1908.0
the_meat_shield,Action,2014,445.0
the_meat_shield,Action,2012,445.0
the_meat_shield,Action,2015,445.0
76561198011333937,Action,2014,6864.0
76561198011333937,Action,2012,6864.0
76561198011333937,Action,2015,6864.0
76561198075806576,Action,2014,5526.0
76561198075806576,Action,2012,5526.0
76561198075806576,Action,2015,5526.0
squigy,Action,2014,1641.0
squigy,Action,2012,1641.0
squigy,Action,2015,1641.0
kiyadabae,Action,2014,1317.0
kiyadabae,Action,2012,1317.0
kiyadabae,Action,2015,1317.0
76561198044884778,Action,2014,11.0
76561198044884778,Action,2012,11.0
76561198044884778,Action,2015,11.0
theninjallama,Action,2014,1.0
theninjallama,Action,2012,1.0
theninjallama,Action,2015,1.0
76561198069824038,Action,2014,50.0
76561198069824038,Action,2012,50.0
76561198069824038,Action,2015,50.0
76561197967105188,Action,2014,74.0
76561197967105188,Action,2012,74.0
76561197967105188,Action,2015,74.0
leogtz99,Action,2014,34613.0
leogtz99,Action,2012,34613.0
leogtz99,Action,2015,34613.0
kinglycookie,Action,2014,1010.0
kinglycookie,Action,2012,1010.0
kinglycookie,Action,2015,1010.0
xxmaster01,Action,2014,73510.0
xxmaster01,Action,2012,73510.0
xxmaster01,Action,2015,73510.0
76561198044433385,Action,2014,5631.0
76561198044433385,Action,2012,5631.0
76561198044433385,Action,2015,5631.0
chimichurri,Action,2014,290.0
chimichurri,Action,2012,290.0
chimichurri,Action,2015,290.0
76561198045786618,Action,2014,212.0
76561198045786618,Action,2012,212.0
76561198045786618,Action,2015,212.0
TooManyDankMemes,Action,2014,6772.0
TooManyDankMemes,Action,2012,6772.0
TooManyDankMemes,Action,2015,6772.0
76561198093209097,Action,2014,650.0
76561198093209097,Action,2012,650.0
76561198093209097,Action,2015,650.0
76561197986839680,Action,2014,4100.0
76561197986839680,Action,2012,4100.0
76561197986839680,Action,2015,4100.0
76561198160316683,Action,2014,461.0
76561198160316683,Action,2012,461.0
76561198160316683,Action,2015,461.0
jsjsdasdjksasjk,Action,2014,428.0
jsjsdasdjksasjk,Action,2012,428.0
jsjsdasdjksasjk,Action,2015,428.0
76561198063117540,Action,2014,2979.0
76561198063117540,Action,2012,2979.0
76561198063117540,Action,2015,2979.0
76561198096409003,Action,2014,33.0
76561198096409003,Action,2012,33.0
76561198096409003,Action,2015,33.0
76561197993597357,Action,2014,25.0
76561197993597357,Action,2012,25.0
76561197993597357,Action,2015,25.0
76561198067752729,Action,2014,973.0
76561198067752729,Action,2012,973.0
76561198067752729,Action,2015,973.0
AuzDomination,Action,2014,218.0
AuzDomination,Action,2012,218.0
AuzDomination,Action,2015,218.0
76561198061780141,Action,2014,57.0
76561198061780141,Action,2012,57.0
76561198061780141,Action,2015,57.0
76561198084881725,Action,2014,2037.0
76561198084881725,Action,2012,2037.0
76561198084881725,Action,2015,2037.0
76561198118675915,Action,2014,10.0
76561198118675915,Action,2012,10.0
76561198118675915,Action,2015,10.0
76561198072763246,Action,2014,181.0
76561198072763246,Action,2012,181.0
76561198072763246,Action,2015,181.0
BENA1337,Action,2014,94.0
BENA1337,Action,2012,94.0
BENA1337,Action,2015,94.0
circumcise,Action,2014,1582.0
circumcise,Action,2012,1582.0
circumcise,Action,2015,1582.0
76561198091491011,Action,2014,1208.0
76561198091491011,Action,2012,1208.0
76561198091491011,Action,2015,1208.0
7656888,Action,2014,16.0
7656888,Action,2012,16.0
7656888,Action,2015,16.0
CI4Z,Action,2014,64.0
CI4Z,Action,2012,64.0
CI4Z,Action,2015,64.0
76561198067008648,Action,2014,3343.0
76561198067008648,Action,2012,3343.0
76561198067008648,Action,2015,3343.0
76561198070733041,Action,2014,643.0
76561198070733041,Action,2012,643.0
76561198070733041,Action,2015,643.0
Condensedmilkz,Action,2014,3833.0
Condensedmilkz,Action,2012,3833.0
Condensedmilkz,Action,2015,3833.0
76561198099337111,Action,2014,16.0
76561198099337111,Action,2012,16.0
76561198099337111,Action,2015,16.0
76561198041163483,Action,2014,1014.0
76561198041163483,Action,2012,1014.0
76561198041163483,Action,2015,1014.0
76561198031646652,Action,2014,310.0
76561198031646652,Action,2012,310.0
76561198031646652,Action,2015,310.0
deztroyeer,Action,2014,961.0
deztroyeer,Action,2012,961.0
deztroyeer,Action,2015,961.0
76561198004853547,Action,2014,43.0
76561198004853547,Action,2012,43.0
76561198004853547,Action,2015,43.0
76561198095940057,Action,2014,165.0
76561198095940057,Action,2012,165.0
76561198095940057,Action,2015,165.0
dragonlore23,Action,2014,1082.0
dragonlore23,Action,2012,1082.0
dragonlore23,Action,2015,1082.0
76561198088218846,Action,2014,954.0
76561198088218846,Action,2012,954.0
76561198088218846,Action,2015,954.0
76561198045849514,Action,2014,725.0
76561198045849514,Action,2012,725.0
76561198045849514,Action,2015,725.0
elite_m8,Action,2014,58.0
elite_m8,Action,2012,58.0
elite_m8,Action,2015,58.0
MrMojoRisin1027,Action,2014,43.0
MrMojoRisin1027,Action,2012,43.0
MrMojoRisin1027,Action,2015,43.0
76561198083953279,Action,2014,91.0
76561198083953279,Action,2012,91.0
76561198083953279,Action,2015,91.0
76561198068947146,Action,2014,3229.0
76561198068947146,Action,2012,3229.0
76561198068947146,Action,2015,3229.0
76561197976669747,Action,2014,24607.0
76561197976669747,Action,2012,24607.0
76561197976669747,Action,2015,24607.0
FlyingJewgong,Action,2014,607.0
FlyingJewgong,Action,2012,607.0
FlyingJewgong,Action,2015,607.0
76561198060139833,Action,2014,11941.0
76561198060139833,Action,2012,11941.0
76561198060139833,Action,2015,11941.0
Theglitcher,Action,2014,685.0
Theglitcher,Action,2012,685.0
Theglitcher,Action,2015,685.0
sireatalot,Action,2014,527.0
sireatalot,Action,2012,527.0
sireatalot,Action,2015,527.0
booza473,Action,2014,489.0
booza473,Action,2012,489.0
booza473,Action,2015,489.0
localgod,Action,2014,53.0
localgod,Action,2012,53.0
localgod,Action,2015,53.0
76561198086116465,Action,2014,375.0
76561198086116465,Action,2012,375.0
76561198086116465,Action,2015,375.0
76561198077598332,Action,2014,412.0
76561198077598332,Action,2012,412.0
76561198077598332,Action,2015,412.0
76561198055712539,Action,2014,6964.0
